deslocamento_final,z_padronizado
244.0,2.44
-130.0,-1.3
-18.0,-0.18
-174.0,-1.74
-20.0,-0.2
38.0,0.38
26.0,0.26
-24.0,-0.24
94.0,0.94
-8.0,-0.08
-34.0,-0.34
-48.0,-0.48
96.0,0.96
-20.0,-0.2
-30.0,-0.3
48.0,0.48
-6.0,-0.06
-40.0,-0.4
14.0,0.14
-44.0,-0.44
-162.0,-1.62
32.0,0.32
26.0,0.26
18.0,0.18
38.0,0.38
40.0,0.4
-68.0,-0.68
-86.0,-0.86
10.0,0.1
-22.0,-0.22
40.0,0.4
70.0,0.7
108.0,1.08
8.0,0.08
264.0,2.64
36.0,0.36
194.0,1.94
-140.0,-1.4
-14.0,-0.14
8.0,0.08
-254.0,-2.54
-44.0,-0.44
-114.0,-1.14
50.0,0.5
-94.0,-0.94
102.0,1.02
-12.0,-0.12
28.0,0.28
-42.0,-0.42
126.0,1.26
30.0,0.3
34.0,0.34
20.0,0.2
98.0,0.98
-16.0,-0.16
-140.0,-1.4
-106.0,-1.06
-70.0,-0.7
92.0,0.92
-196.0,-1.96
114.0,1.14
38.0,0.38
-30.0,-0.3
-118.0,-1.18
18.0,0.18
-20.0,-0.2
-14.0,-0.14
204.0,2.04
92.0,0.92
-218.0,-2.18
-58.0,-0.58
20.0,0.2
-104.0,-1.04
-238.0,-2.38
-18.0,-0.18
-30.0,-0.3
-244.0,-2.44
-22.0,-0.22
146.0,1.46
-194.0,-1.94
14.0,0.14
0.0,0.0
8.0,0.08
200.0,2.0
108.0,1.08
100.0,1.0
6.0,0.06
-84.0,-0.84
-112.0,-1.12
2.0,0.02
38.0,0.38
170.0,1.7
-108.0,-1.08
184.0,1.84
40.0,0.4
-12.0,-0.12
-94.0,-0.94
-284.0,-2.84
110.0,1.1
-222.0,-2.22
108.0,1.08
-186.0,-1.86
96.0,0.96
34.0,0.34
12.0,0.12
-34.0,-0.34
42.0,0.42
164.0,1.64
42.0,0.42
-108.0,-1.08
154.0,1.54
38.0,0.38
-62.0,-0.62
40.0,0.4
-142.0,-1.42
-150.0,-1.5
108.0,1.08
0.0,0.0
-176.0,-1.76
-114.0,-1.14
-90.0,-0.9
-134.0,-1.34
-22.0,-0.22
-82.0,-0.82
12.0,0.12
20.0,0.2
86.0,0.86
90.0,0.9
54.0,0.54
2.0,0.02
-108.0,-1.08
110.0,1.1
-62.0,-0.62
8.0,0.08
40.0,0.4
-166.0,-1.66
78.0,0.78
-148.0,-1.48
-86.0,-0.86
-4.0,-0.04
-106.0,-1.06
132.0,1.32
60.0,0.6
-146.0,-1.46
26.0,0.26
-62.0,-0.62
-44.0,-0.44
114.0,1.14
136.0,1.36
-46.0,-0.46
110.0,1.1
266.0,2.66
-26.0,-0.26
130.0,1.3
-2.0,-0.02
146.0,1.46
52.0,0.52
32.0,0.32
200.0,2.0
-80.0,-0.8
132.0,1.32
-42.0,-0.42
-58.0,-0.58
24.0,0.24
104.0,1.04
124.0,1.24
28.0,0.28
-150.0,-1.5
2.0,0.02
28.0,0.28
-48.0,-0.48
-78.0,-0.78
-2.0,-0.02
38.0,0.38
66.0,0.66
-74.0,-0.74
-138.0,-1.38
20.0,0.2
-36.0,-0.36
-20.0,-0.2
-20.0,-0.2
24.0,0.24
36.0,0.36
64.0,0.64
16.0,0.16
-78.0,-0.78
26.0,0.26
20.0,0.2
20.0,0.2
28.0,0.28
-14.0,-0.14
-60.0,-0.6
8.0,0.08
-52.0,-0.52
22.0,0.22
-24.0,-0.24
6.0,0.06
-92.0,-0.92
12.0,0.12
-104.0,-1.04
24.0,0.24
164.0,1.64
88.0,0.88
2.0,0.02
84.0,0.84
-114.0,-1.14
44.0,0.44
-48.0,-0.48
262.0,2.62
-164.0,-1.64
-4.0,-0.04
70.0,0.7
204.0,2.04
-12.0,-0.12
128.0,1.28
72.0,0.72
-70.0,-0.7
-48.0,-0.48
168.0,1.68
-102.0,-1.02
10.0,0.1
184.0,1.84
-24.0,-0.24
-64.0,-0.64
-108.0,-1.08
-66.0,-0.66
-80.0,-0.8
14.0,0.14
-116.0,-1.16
68.0,0.68
100.0,1.0
104.0,1.04
68.0,0.68
146.0,1.46
-176.0,-1.76
10.0,0.1
-66.0,-0.66
-140.0,-1.4
-144.0,-1.44
72.0,0.72
-12.0,-0.12
212.0,2.12
20.0,0.2
46.0,0.46
72.0,0.72
-110.0,-1.1
-154.0,-1.54
-66.0,-0.66
26.0,0.26
-68.0,-0.68
188.0,1.88
-52.0,-0.52
18.0,0.18
-112.0,-1.12
-14.0,-0.14
-22.0,-0.22
80.0,0.8
-252.0,-2.52
138.0,1.38
178.0,1.78
82.0,0.82
178.0,1.78
264.0,2.64
32.0,0.32
10.0,0.1
102.0,1.02
-18.0,-0.18
-114.0,-1.14
68.0,0.68
104.0,1.04
-24.0,-0.24
16.0,0.16
110.0,1.1
4.0,0.04
170.0,1.7
-48.0,-0.48
-212.0,-2.12
-42.0,-0.42
-4.0,-0.04
6.0,0.06
-90.0,-0.9
6.0,0.06
48.0,0.48
28.0,0.28
-60.0,-0.6
78.0,0.78
-114.0,-1.14
26.0,0.26
-22.0,-0.22
64.0,0.64
154.0,1.54
-164.0,-1.64
-130.0,-1.3
-78.0,-0.78
-94.0,-0.94
78.0,0.78
150.0,1.5
140.0,1.4
116.0,1.16
78.0,0.78
66.0,0.66
0.0,0.0
172.0,1.72
18.0,0.18
176.0,1.76
36.0,0.36
14.0,0.14
156.0,1.56
-190.0,-1.9
168.0,1.68
158.0,1.58
-90.0,-0.9
-20.0,-0.2
-98.0,-0.98
4.0,0.04
204.0,2.04
-52.0,-0.52
-72.0,-0.72
-108.0,-1.08
110.0,1.1
42.0,0.42
-238.0,-2.38
-42.0,-0.42
-64.0,-0.64
-30.0,-0.3
170.0,1.7
-128.0,-1.28
62.0,0.62
-62.0,-0.62
-180.0,-1.8
-198.0,-1.98
102.0,1.02
-150.0,-1.5
-100.0,-1.0
88.0,0.88
52.0,0.52
140.0,1.4
-128.0,-1.28
-136.0,-1.36
-170.0,-1.7
-154.0,-1.54
-30.0,-0.3
-116.0,-1.16
-126.0,-1.26
178.0,1.78
-80.0,-0.8
-18.0,-0.18
152.0,1.52
68.0,0.68
-8.0,-0.08
42.0,0.42
-12.0,-0.12
-54.0,-0.54
-58.0,-0.58
20.0,0.2
-80.0,-0.8
0.0,0.0
-116.0,-1.16
32.0,0.32
62.0,0.62
52.0,0.52
0.0,0.0
-100.0,-1.0
-68.0,-0.68
8.0,0.08
-40.0,-0.4
248.0,2.48
84.0,0.84
-76.0,-0.76
164.0,1.64
206.0,2.06
10.0,0.1
18.0,0.18
-68.0,-0.68
-60.0,-0.6
-78.0,-0.78
2.0,0.02
-74.0,-0.74
-142.0,-1.42
102.0,1.02
-36.0,-0.36
138.0,1.38
-74.0,-0.74
82.0,0.82
4.0,0.04
20.0,0.2
0.0,0.0
106.0,1.06
-24.0,-0.24
2.0,0.02
20.0,0.2
-28.0,-0.28
122.0,1.22
-32.0,-0.32
82.0,0.82
80.0,0.8
-270.0,-2.7
-16.0,-0.16
12.0,0.12
-2.0,-0.02
-90.0,-0.9
108.0,1.08
114.0,1.14
140.0,1.4
66.0,0.66
0.0,0.0
-16.0,-0.16
84.0,0.84
-78.0,-0.78
92.0,0.92
-130.0,-1.3
-100.0,-1.0
-70.0,-0.7
-14.0,-0.14
18.0,0.18
196.0,1.96
-264.0,-2.64
10.0,0.1
60.0,0.6
196.0,1.96
44.0,0.44
16.0,0.16
48.0,0.48
-254.0,-2.54
38.0,0.38
110.0,1.1
-84.0,-0.84
40.0,0.4
4.0,0.04
28.0,0.28
-68.0,-0.68
52.0,0.52
46.0,0.46
0.0,0.0
184.0,1.84
-48.0,-0.48
66.0,0.66
92.0,0.92
12.0,0.12
-68.0,-0.68
164.0,1.64
-10.0,-0.1
226.0,2.26
-152.0,-1.52
-52.0,-0.52
-134.0,-1.34
128.0,1.28
-80.0,-0.8
12.0,0.12
140.0,1.4
170.0,1.7
122.0,1.22
160.0,1.6
-86.0,-0.86
18.0,0.18
-102.0,-1.02
8.0,0.08
44.0,0.44
24.0,0.24
-4.0,-0.04
58.0,0.58
-40.0,-0.4
14.0,0.14
4.0,0.04
82.0,0.82
-18.0,-0.18
80.0,0.8
114.0,1.14
22.0,0.22
40.0,0.4
-168.0,-1.68
166.0,1.66
124.0,1.24
-70.0,-0.7
-6.0,-0.06
-92.0,-0.92
-112.0,-1.12
-6.0,-0.06
-80.0,-0.8
52.0,0.52
24.0,0.24
-36.0,-0.36
126.0,1.26
46.0,0.46
30.0,0.3
22.0,0.22
-22.0,-0.22
4.0,0.04
60.0,0.6
74.0,0.74
140.0,1.4
-82.0,-0.82
30.0,0.3
-72.0,-0.72
-118.0,-1.18
-6.0,-0.06
-124.0,-1.24
186.0,1.86
88.0,0.88
200.0,2.0
100.0,1.0
120.0,1.2
8.0,0.08
-74.0,-0.74
56.0,0.56
32.0,0.32
46.0,0.46
4.0,0.04
-26.0,-0.26
0.0,0.0
-12.0,-0.12
-102.0,-1.02
-42.0,-0.42
-36.0,-0.36
146.0,1.46
66.0,0.66
60.0,0.6
-164.0,-1.64
66.0,0.66
-134.0,-1.34
64.0,0.64
-118.0,-1.18
-50.0,-0.5
-26.0,-0.26
-94.0,-0.94
160.0,1.6
-44.0,-0.44
-104.0,-1.04
-64.0,-0.64
76.0,0.76
72.0,0.72
54.0,0.54
46.0,0.46
-84.0,-0.84
48.0,0.48
138.0,1.38
138.0,1.38
34.0,0.34
160.0,1.6
36.0,0.36
98.0,0.98
62.0,0.62
-106.0,-1.06
156.0,1.56
-102.0,-1.02
144.0,1.44
94.0,0.94
-62.0,-0.62
-182.0,-1.82
-26.0,-0.26
44.0,0.44
50.0,0.5
-72.0,-0.72
46.0,0.46
-144.0,-1.44
-150.0,-1.5
-130.0,-1.3
6.0,0.06
170.0,1.7
-64.0,-0.64
38.0,0.38
136.0,1.36
12.0,0.12
146.0,1.46
16.0,0.16
40.0,0.4
2.0,0.02
32.0,0.32
-140.0,-1.4
122.0,1.22
-110.0,-1.1
2.0,0.02
-240.0,-2.4
26.0,0.26
188.0,1.88
110.0,1.1
56.0,0.56
116.0,1.16
-26.0,-0.26
70.0,0.7
40.0,0.4
100.0,1.0
104.0,1.04
-142.0,-1.42
166.0,1.66
220.0,2.2
-202.0,-2.02
12.0,0.12
6.0,0.06
32.0,0.32
-30.0,-0.3
122.0,1.22
58.0,0.58
74.0,0.74
98.0,0.98
24.0,0.24
-98.0,-0.98
62.0,0.62
-126.0,-1.26
82.0,0.82
-188.0,-1.88
70.0,0.7
54.0,0.54
-112.0,-1.12
108.0,1.08
30.0,0.3
54.0,0.54
-116.0,-1.16
60.0,0.6
-34.0,-0.34
-92.0,-0.92
62.0,0.62
124.0,1.24
46.0,0.46
64.0,0.64
126.0,1.26
-2.0,-0.02
-266.0,-2.66
-82.0,-0.82
-162.0,-1.62
6.0,0.06
-76.0,-0.76
-82.0,-0.82
122.0,1.22
142.0,1.42
-20.0,-0.2
28.0,0.28
-90.0,-0.9
-66.0,-0.66
-112.0,-1.12
96.0,0.96
74.0,0.74
-70.0,-0.7
10.0,0.1
92.0,0.92
212.0,2.12
126.0,1.26
-80.0,-0.8
202.0,2.02
2.0,0.02
80.0,0.8
-60.0,-0.6
36.0,0.36
20.0,0.2
54.0,0.54
88.0,0.88
-162.0,-1.62
-110.0,-1.1
140.0,1.4
-180.0,-1.8
-40.0,-0.4
64.0,0.64
50.0,0.5
-22.0,-0.22
16.0,0.16
-4.0,-0.04
-188.0,-1.88
202.0,2.02
-162.0,-1.62
-26.0,-0.26
-100.0,-1.0
-104.0,-1.04
-44.0,-0.44
-78.0,-0.78
166.0,1.66
18.0,0.18
110.0,1.1
28.0,0.28
102.0,1.02
-214.0,-2.14
30.0,0.3
-42.0,-0.42
-72.0,-0.72
-46.0,-0.46
50.0,0.5
42.0,0.42
136.0,1.36
-66.0,-0.66
-10.0,-0.1
16.0,0.16
62.0,0.62
114.0,1.14
-146.0,-1.46
196.0,1.96
-48.0,-0.48
-10.0,-0.1
82.0,0.82
62.0,0.62
-156.0,-1.56
-24.0,-0.24
-8.0,-0.08
36.0,0.36
84.0,0.84
30.0,0.3
66.0,0.66
14.0,0.14
162.0,1.62
-34.0,-0.34
44.0,0.44
-240.0,-2.4
-92.0,-0.92
92.0,0.92
86.0,0.86
118.0,1.18
-58.0,-0.58
-50.0,-0.5
-36.0,-0.36
-2.0,-0.02
-70.0,-0.7
-100.0,-1.0
-252.0,-2.52
-24.0,-0.24
-300.0,-3.0
0.0,0.0
96.0,0.96
-126.0,-1.26
-156.0,-1.56
0.0,0.0
204.0,2.04
20.0,0.2
110.0,1.1
-102.0,-1.02
-172.0,-1.72
-4.0,-0.04
-96.0,-0.96
-194.0,-1.94
58.0,0.58
-10.0,-0.1
40.0,0.4
60.0,0.6
26.0,0.26
144.0,1.44
-44.0,-0.44
-170.0,-1.7
-16.0,-0.16
-44.0,-0.44
58.0,0.58
42.0,0.42
66.0,0.66
-26.0,-0.26
-10.0,-0.1
62.0,0.62
-64.0,-0.64
120.0,1.2
6.0,0.06
-146.0,-1.46
-26.0,-0.26
52.0,0.52
66.0,0.66
104.0,1.04
136.0,1.36
144.0,1.44
32.0,0.32
24.0,0.24
82.0,0.82
-6.0,-0.06
184.0,1.84
-100.0,-1.0
38.0,0.38
-166.0,-1.66
-200.0,-2.0
12.0,0.12
152.0,1.52
156.0,1.56
-62.0,-0.62
68.0,0.68
36.0,0.36
-88.0,-0.88
184.0,1.84
-70.0,-0.7
-116.0,-1.16
-202.0,-2.02
-160.0,-1.6
-14.0,-0.14
54.0,0.54
-22.0,-0.22
-154.0,-1.54
-44.0,-0.44
60.0,0.6
28.0,0.28
12.0,0.12
-50.0,-0.5
-50.0,-0.5
106.0,1.06
-184.0,-1.84
-112.0,-1.12
-58.0,-0.58
-54.0,-0.54
-32.0,-0.32
38.0,0.38
-106.0,-1.06
-58.0,-0.58
58.0,0.58
-112.0,-1.12
-148.0,-1.48
-36.0,-0.36
48.0,0.48
196.0,1.96
-90.0,-0.9
22.0,0.22
-122.0,-1.22
-222.0,-2.22
22.0,0.22
68.0,0.68
-62.0,-0.62
-32.0,-0.32
40.0,0.4
-38.0,-0.38
28.0,0.28
-42.0,-0.42
44.0,0.44
0.0,0.0
-138.0,-1.38
-48.0,-0.48
34.0,0.34
-118.0,-1.18
116.0,1.16
-56.0,-0.56
150.0,1.5
-184.0,-1.84
-216.0,-2.16
154.0,1.54
-86.0,-0.86
62.0,0.62
-48.0,-0.48
146.0,1.46
-12.0,-0.12
58.0,0.58
-68.0,-0.68
-100.0,-1.0
8.0,0.08
-16.0,-0.16
70.0,0.7
-114.0,-1.14
-26.0,-0.26
28.0,0.28
72.0,0.72
144.0,1.44
112.0,1.12
-10.0,-0.1
192.0,1.92
214.0,2.14
52.0,0.52
-124.0,-1.24
70.0,0.7
-60.0,-0.6
122.0,1.22
-92.0,-0.92
-112.0,-1.12
-88.0,-0.88
-148.0,-1.48
202.0,2.02
0.0,0.0
-46.0,-0.46
228.0,2.28
-26.0,-0.26
182.0,1.82
-208.0,-2.08
-174.0,-1.74
-60.0,-0.6
76.0,0.76
40.0,0.4
78.0,0.78
104.0,1.04
170.0,1.7
-14.0,-0.14
-98.0,-0.98
-252.0,-2.52
96.0,0.96
10.0,0.1
54.0,0.54
-72.0,-0.72
-114.0,-1.14
-108.0,-1.08
-24.0,-0.24
36.0,0.36
-138.0,-1.38
54.0,0.54
100.0,1.0
84.0,0.84
66.0,0.66
12.0,0.12
144.0,1.44
-68.0,-0.68
154.0,1.54
72.0,0.72
-64.0,-0.64
74.0,0.74
-88.0,-0.88
-18.0,-0.18
-158.0,-1.58
16.0,0.16
-122.0,-1.22
158.0,1.58
78.0,0.78
46.0,0.46
-40.0,-0.4
-38.0,-0.38
0.0,0.0
-84.0,-0.84
132.0,1.32
-64.0,-0.64
66.0,0.66
-72.0,-0.72
-120.0,-1.2
30.0,0.3
28.0,0.28
-42.0,-0.42
62.0,0.62
-6.0,-0.06
90.0,0.9
-104.0,-1.04
-8.0,-0.08
-42.0,-0.42
2.0,0.02
-42.0,-0.42
102.0,1.02
108.0,1.08
102.0,1.02
82.0,0.82
-40.0,-0.4
130.0,1.3
62.0,0.62
-58.0,-0.58
48.0,0.48
-40.0,-0.4
130.0,1.3
-16.0,-0.16
4.0,0.04
30.0,0.3
-20.0,-0.2
50.0,0.5
100.0,1.0
-52.0,-0.52
64.0,0.64
146.0,1.46
56.0,0.56
-46.0,-0.46
-56.0,-0.56
14.0,0.14
-34.0,-0.34
-70.0,-0.7
66.0,0.66
26.0,0.26
-14.0,-0.14
90.0,0.9
6.0,0.06
22.0,0.22
176.0,1.76
142.0,1.42
-54.0,-0.54
-70.0,-0.7
96.0,0.96
-112.0,-1.12
-10.0,-0.1
134.0,1.34
-40.0,-0.4
126.0,1.26
20.0,0.2
106.0,1.06
-104.0,-1.04
-36.0,-0.36
56.0,0.56
-116.0,-1.16
42.0,0.42
-158.0,-1.58
-88.0,-0.88
-20.0,-0.2
0.0,0.0
96.0,0.96
90.0,0.9
106.0,1.06
-70.0,-0.7
-14.0,-0.14
30.0,0.3
18.0,0.18
56.0,0.56
-50.0,-0.5
56.0,0.56
-276.0,-2.76
92.0,0.92
-108.0,-1.08
-112.0,-1.12
-8.0,-0.08
26.0,0.26
-108.0,-1.08
6.0,0.06
26.0,0.26
-24.0,-0.24
128.0,1.28
-174.0,-1.74
98.0,0.98
108.0,1.08
26.0,0.26
-92.0,-0.92
-12.0,-0.12
104.0,1.04
72.0,0.72
-128.0,-1.28
10.0,0.1
44.0,0.44
-230.0,-2.3
-54.0,-0.54
16.0,0.16
100.0,1.0
124.0,1.24
24.0,0.24
-26.0,-0.26
8.0,0.08
-50.0,-0.5
136.0,1.36
66.0,0.66
-22.0,-0.22
-232.0,-2.32
6.0,0.06
-114.0,-1.14
56.0,0.56
132.0,1.32
194.0,1.94
28.0,0.28
-90.0,-0.9
-16.0,-0.16
126.0,1.26
-114.0,-1.14
-38.0,-0.38
-84.0,-0.84
-110.0,-1.1
0.0,0.0
10.0,0.1
-188.0,-1.88
-88.0,-0.88
18.0,0.18
-274.0,-2.74
78.0,0.78
-108.0,-1.08
26.0,0.26
110.0,1.1
-64.0,-0.64
106.0,1.06
-80.0,-0.8
78.0,0.78
-4.0,-0.04
68.0,0.68
36.0,0.36
142.0,1.42
60.0,0.6
116.0,1.16
-48.0,-0.48
62.0,0.62
20.0,0.2
36.0,0.36
22.0,0.22
-156.0,-1.56
282.0,2.82
-24.0,-0.24
102.0,1.02
104.0,1.04
-8.0,-0.08
38.0,0.38
28.0,0.28
52.0,0.52
-60.0,-0.6
-210.0,-2.1
-198.0,-1.98
86.0,0.86
68.0,0.68
-10.0,-0.1
-116.0,-1.16
114.0,1.14
-60.0,-0.6
78.0,0.78
36.0,0.36
60.0,0.6
14.0,0.14
-50.0,-0.5
158.0,1.58
-88.0,-0.88
180.0,1.8
-68.0,-0.68
-122.0,-1.22
44.0,0.44
116.0,1.16
96.0,0.96
-30.0,-0.3
-150.0,-1.5
-6.0,-0.06
82.0,0.82
4.0,0.04
22.0,0.22
-2.0,-0.02
-96.0,-0.96
18.0,0.18
-30.0,-0.3
148.0,1.48
-92.0,-0.92
120.0,1.2
122.0,1.22
58.0,0.58
216.0,2.16
-36.0,-0.36
94.0,0.94
48.0,0.48
110.0,1.1
-58.0,-0.58
-44.0,-0.44
-78.0,-0.78
-60.0,-0.6
-12.0,-0.12
154.0,1.54
92.0,0.92
120.0,1.2
-212.0,-2.12
40.0,0.4
42.0,0.42
64.0,0.64
108.0,1.08
60.0,0.6
-14.0,-0.14
-50.0,-0.5
-122.0,-1.22
118.0,1.18
78.0,0.78
-72.0,-0.72
42.0,0.42
-230.0,-2.3
116.0,1.16
130.0,1.3
36.0,0.36
54.0,0.54
-56.0,-0.56
18.0,0.18
-18.0,-0.18
54.0,0.54
-32.0,-0.32
-64.0,-0.64
30.0,0.3
132.0,1.32
-64.0,-0.64
98.0,0.98
182.0,1.82
-8.0,-0.08
148.0,1.48
188.0,1.88
54.0,0.54
-74.0,-0.74
-46.0,-0.46
92.0,0.92
48.0,0.48
-46.0,-0.46
66.0,0.66
8.0,0.08
-40.0,-0.4
-84.0,-0.84
28.0,0.28
-168.0,-1.68
12.0,0.12
62.0,0.62
-40.0,-0.4
-124.0,-1.24
-42.0,-0.42
-98.0,-0.98
82.0,0.82
78.0,0.78
-78.0,-0.78
100.0,1.0
-42.0,-0.42
-70.0,-0.7
20.0,0.2
114.0,1.14
-58.0,-0.58
-48.0,-0.48
72.0,0.72
120.0,1.2
2.0,0.02
256.0,2.56
-28.0,-0.28
-4.0,-0.04
-124.0,-1.24
106.0,1.06
8.0,0.08
-226.0,-2.26
-176.0,-1.76
86.0,0.86
-52.0,-0.52
-104.0,-1.04
-192.0,-1.92
0.0,0.0
-84.0,-0.84
-148.0,-1.48
-142.0,-1.42
18.0,0.18
-62.0,-0.62
44.0,0.44
-178.0,-1.78
14.0,0.14
-96.0,-0.96
84.0,0.84
96.0,0.96
190.0,1.9
182.0,1.82
6.0,0.06
-74.0,-0.74
68.0,0.68
28.0,0.28
118.0,1.18
-54.0,-0.54
80.0,0.8
-64.0,-0.64
32.0,0.32
136.0,1.36
-112.0,-1.12
-138.0,-1.38
164.0,1.64
76.0,0.76
-72.0,-0.72
4.0,0.04
192.0,1.92
-148.0,-1.48
-68.0,-0.68
-102.0,-1.02
184.0,1.84
80.0,0.8
-62.0,-0.62
-60.0,-0.6
46.0,0.46
-46.0,-0.46
-4.0,-0.04
102.0,1.02
62.0,0.62
94.0,0.94
-120.0,-1.2
34.0,0.34
-90.0,-0.9
-168.0,-1.68
-32.0,-0.32
-40.0,-0.4
136.0,1.36
-158.0,-1.58
-202.0,-2.02
-48.0,-0.48
-92.0,-0.92
66.0,0.66
-114.0,-1.14
-138.0,-1.38
-72.0,-0.72
44.0,0.44
40.0,0.4
-76.0,-0.76
-166.0,-1.66
-124.0,-1.24
-20.0,-0.2
116.0,1.16
4.0,0.04
-10.0,-0.1
-62.0,-0.62
-126.0,-1.26
58.0,0.58
-26.0,-0.26
146.0,1.46
-40.0,-0.4
24.0,0.24
58.0,0.58
32.0,0.32
-26.0,-0.26
68.0,0.68
168.0,1.68
-110.0,-1.1
-90.0,-0.9
-84.0,-0.84
-96.0,-0.96
10.0,0.1
42.0,0.42
44.0,0.44
-48.0,-0.48
76.0,0.76
118.0,1.18
30.0,0.3
-8.0,-0.08
-24.0,-0.24
40.0,0.4
40.0,0.4
-54.0,-0.54
16.0,0.16
-38.0,-0.38
-38.0,-0.38
-124.0,-1.24
38.0,0.38
-128.0,-1.28
-144.0,-1.44
10.0,0.1
-72.0,-0.72
-100.0,-1.0
-70.0,-0.7
170.0,1.7
-86.0,-0.86
22.0,0.22
-126.0,-1.26
-6.0,-0.06
-92.0,-0.92
176.0,1.76
-66.0,-0.66
118.0,1.18
-12.0,-0.12
-184.0,-1.84
120.0,1.2
-8.0,-0.08
-160.0,-1.6
-24.0,-0.24
58.0,0.58
-94.0,-0.94
-64.0,-0.64
120.0,1.2
52.0,0.52
-156.0,-1.56
2.0,0.02
120.0,1.2
-64.0,-0.64
-196.0,-1.96
102.0,1.02
32.0,0.32
34.0,0.34
-16.0,-0.16
-88.0,-0.88
-100.0,-1.0
-70.0,-0.7
72.0,0.72
50.0,0.5
12.0,0.12
40.0,0.4
26.0,0.26
-30.0,-0.3
10.0,0.1
182.0,1.82
-26.0,-0.26
144.0,1.44
-56.0,-0.56
-24.0,-0.24
-198.0,-1.98
-6.0,-0.06
-50.0,-0.5
86.0,0.86
4.0,0.04
-34.0,-0.34
-42.0,-0.42
-46.0,-0.46
-132.0,-1.32
-136.0,-1.36
-26.0,-0.26
-188.0,-1.88
-114.0,-1.14
138.0,1.38
98.0,0.98
92.0,0.92
90.0,0.9
-40.0,-0.4
-2.0,-0.02
-28.0,-0.28
12.0,0.12
-52.0,-0.52
-28.0,-0.28
-126.0,-1.26
-190.0,-1.9
30.0,0.3
20.0,0.2
128.0,1.28
-138.0,-1.38
-16.0,-0.16
20.0,0.2
174.0,1.74
-64.0,-0.64
150.0,1.5
56.0,0.56
-130.0,-1.3
-154.0,-1.54
-72.0,-0.72
62.0,0.62
8.0,0.08
42.0,0.42
98.0,0.98
-112.0,-1.12
42.0,0.42
-126.0,-1.26
76.0,0.76
28.0,0.28
20.0,0.2
-118.0,-1.18
6.0,0.06
80.0,0.8
-46.0,-0.46
200.0,2.0
-4.0,-0.04
-12.0,-0.12
8.0,0.08
0.0,0.0
108.0,1.08
38.0,0.38
-152.0,-1.52
24.0,0.24
58.0,0.58
70.0,0.7
-26.0,-0.26
-152.0,-1.52
184.0,1.84
82.0,0.82
82.0,0.82
116.0,1.16
-126.0,-1.26
-108.0,-1.08
32.0,0.32
-72.0,-0.72
60.0,0.6
-86.0,-0.86
90.0,0.9
-98.0,-0.98
108.0,1.08
112.0,1.12
-46.0,-0.46
-174.0,-1.74
62.0,0.62
30.0,0.3
36.0,0.36
144.0,1.44
96.0,0.96
-94.0,-0.94
182.0,1.82
-200.0,-2.0
4.0,0.04
40.0,0.4
-34.0,-0.34
-2.0,-0.02
-46.0,-0.46
-50.0,-0.5
-84.0,-0.84
44.0,0.44
-136.0,-1.36
34.0,0.34
112.0,1.12
-164.0,-1.64
-88.0,-0.88
26.0,0.26
36.0,0.36
-66.0,-0.66
-58.0,-0.58
-26.0,-0.26
-162.0,-1.62
232.0,2.32
12.0,0.12
-80.0,-0.8
-16.0,-0.16
-26.0,-0.26
26.0,0.26
136.0,1.36
122.0,1.22
122.0,1.22
10.0,0.1
-36.0,-0.36
56.0,0.56
-134.0,-1.34
94.0,0.94
62.0,0.62
-82.0,-0.82
-30.0,-0.3
-14.0,-0.14
122.0,1.22
140.0,1.4
-88.0,-0.88
152.0,1.52
2.0,0.02
-48.0,-0.48
14.0,0.14
-78.0,-0.78
-40.0,-0.4
-212.0,-2.12
54.0,0.54
-104.0,-1.04
98.0,0.98
18.0,0.18
104.0,1.04
-46.0,-0.46
-24.0,-0.24
20.0,0.2
190.0,1.9
-24.0,-0.24
-26.0,-0.26
-88.0,-0.88
132.0,1.32
38.0,0.38
28.0,0.28
48.0,0.48
4.0,0.04
-72.0,-0.72
34.0,0.34
26.0,0.26
-26.0,-0.26
-4.0,-0.04
12.0,0.12
108.0,1.08
38.0,0.38
-18.0,-0.18
-158.0,-1.58
-34.0,-0.34
40.0,0.4
-184.0,-1.84
-54.0,-0.54
-114.0,-1.14
100.0,1.0
8.0,0.08
66.0,0.66
-60.0,-0.6
-76.0,-0.76
-2.0,-0.02
-200.0,-2.0
-140.0,-1.4
-18.0,-0.18
-38.0,-0.38
212.0,2.12
78.0,0.78
86.0,0.86
4.0,0.04
-40.0,-0.4
108.0,1.08
92.0,0.92
-136.0,-1.36
22.0,0.22
6.0,0.06
154.0,1.54
240.0,2.4
-6.0,-0.06
-64.0,-0.64
-10.0,-0.1
86.0,0.86
112.0,1.12
-116.0,-1.16
-26.0,-0.26
-102.0,-1.02
94.0,0.94
88.0,0.88
130.0,1.3
-158.0,-1.58
78.0,0.78
-102.0,-1.02
-98.0,-0.98
16.0,0.16
-16.0,-0.16
172.0,1.72
-94.0,-0.94
-30.0,-0.3
18.0,0.18
2.0,0.02
6.0,0.06
26.0,0.26
56.0,0.56
160.0,1.6
-180.0,-1.8
0.0,0.0
116.0,1.16
98.0,0.98
152.0,1.52
52.0,0.52
96.0,0.96
12.0,0.12
-66.0,-0.66
120.0,1.2
-64.0,-0.64
164.0,1.64
204.0,2.04
-26.0,-0.26
-86.0,-0.86
