tempo,caminhada_1,caminhada_2,caminhada_3,caminhada_4,caminhada_5,caminhada_6,caminhada_7,caminhada_8,caminhada_9,caminhada_10
2300,10.0,-36.0,-30.0,-14.0,34.0,40.0,16.0,-26.0,54.0,-14.0
2301,11.0,-35.0,-29.0,-13.0,35.0,39.0,15.0,-27.0,53.0,-15.0
2302,12.0,-34.0,-28.0,-12.0,36.0,40.0,14.0,-28.0,52.0,-16.0
2303,11.0,-33.0,-29.0,-11.0,35.0,39.0,15.0,-29.0,53.0,-17.0
2304,12.0,-32.0,-28.0,-10.0,36.0,40.0,16.0,-28.0,54.0,-16.0
2305,11.0,-33.0,-29.0,-11.0,35.0,39.0,15.0,-29.0,53.0,-17.0
2306,12.0,-34.0,-30.0,-10.0,36.0,38.0,14.0,-28.0,54.0,-18.0
2307,11.0,-35.0,-29.0,-9.0,37.0,37.0,13.0,-27.0,55.0,-17.0
2308,10.0,-36.0,-30.0,-10.0,36.0,36.0,12.0,-28.0,56.0,-16.0
2309,9.0,-37.0,-29.0,-9.0,35.0,35.0,13.0,-27.0,57.0,-17.0
2310,8.0,-38.0,-30.0,-10.0,34.0,34.0,14.0,-26.0,58.0,-16.0
2311,7.0,-39.0,-31.0,-11.0,33.0,33.0,15.0,-25.0,59.0,-15.0
2312,6.0,-40.0,-32.0,-12.0,34.0,34.0,16.0,-24.0,58.0,-16.0
2313,5.0,-39.0,-33.0,-11.0,33.0,35.0,15.0,-23.0,57.0,-15.0
2314,6.0,-40.0,-32.0,-10.0,32.0,36.0,16.0,-24.0,58.0,-14.0
2315,5.0,-39.0,-31.0,-11.0,31.0,37.0,17.0,-25.0,57.0,-13.0
2316,6.0,-40.0,-32.0,-10.0,32.0,36.0,18.0,-24.0,56.0,-14.0
2317,7.0,-39.0,-33.0,-11.0,33.0,37.0,17.0,-25.0,57.0,-13.0
2318,6.0,-40.0,-32.0,-10.0,34.0,36.0,16.0,-24.0,58.0,-12.0
2319,5.0,-39.0,-33.0,-9.0,33.0,37.0,15.0,-23.0,57.0,-11.0
2320,4.0,-40.0,-32.0,-8.0,32.0,36.0,14.0,-22.0,58.0,-12.0
2321,5.0,-39.0,-31.0,-7.0,31.0,35.0,13.0,-23.0,57.0,-11.0
2322,6.0,-40.0,-30.0,-8.0,32.0,34.0,14.0,-22.0,56.0,-10.0
2323,7.0,-41.0,-31.0,-7.0,31.0,33.0,15.0,-23.0,55.0,-9.0
2324,6.0,-42.0,-32.0,-6.0,32.0,34.0,16.0,-24.0,54.0,-10.0
2325,7.0,-41.0,-31.0,-7.0,31.0,33.0,15.0,-23.0,55.0,-9.0
2326,6.0,-40.0,-32.0,-6.0,30.0,34.0,14.0,-22.0,54.0,-8.0
2327,7.0,-39.0,-31.0,-5.0,31.0,35.0,15.0,-21.0,55.0,-7.0
2328,8.0,-40.0,-30.0,-6.0,30.0,36.0,14.0,-20.0,54.0,-8.0
2329,9.0,-39.0,-29.0,-5.0,31.0,37.0,15.0,-19.0,55.0,-7.0
2330,8.0,-40.0,-30.0,-6.0,32.0,38.0,16.0,-18.0,54.0,-8.0
2331,9.0,-41.0,-29.0,-5.0,31.0,39.0,17.0,-19.0,55.0,-9.0
2332,10.0,-40.0,-28.0,-4.0,30.0,38.0,16.0,-20.0,56.0,-8.0
2333,9.0,-39.0,-29.0,-3.0,31.0,37.0,17.0,-21.0,57.0,-7.0
2334,8.0,-40.0,-28.0,-2.0,30.0,36.0,16.0,-20.0,58.0,-8.0
2335,7.0,-41.0,-27.0,-1.0,31.0,35.0,15.0,-21.0,59.0,-7.0
2336,6.0,-40.0,-28.0,-2.0,32.0,34.0,14.0,-20.0,58.0,-8.0
2337,5.0,-39.0,-29.0,-1.0,33.0,33.0,15.0,-21.0,57.0,-7.0
2338,4.0,-38.0,-30.0,-2.0,34.0,32.0,16.0,-20.0,56.0,-6.0
2339,5.0,-39.0,-29.0,-1.0,33.0,33.0,15.0,-21.0,57.0,-7.0
2340,6.0,-40.0,-28.0,-2.0,34.0,32.0,16.0,-22.0,56.0,-6.0
2341,7.0,-39.0,-27.0,-1.0,33.0,31.0,15.0,-23.0,57.0,-5.0
2342,8.0,-38.0,-26.0,0.0,34.0,32.0,16.0,-22.0,58.0,-4.0
2343,7.0,-39.0,-27.0,-1.0,33.0,31.0,15.0,-23.0,57.0,-5.0
2344,8.0,-40.0,-28.0,0.0,32.0,30.0,16.0,-24.0,56.0,-4.0
2345,7.0,-39.0,-29.0,1.0,31.0,31.0,17.0,-25.0,57.0,-5.0
2346,8.0,-40.0,-28.0,0.0,32.0,30.0,18.0,-26.0,58.0,-6.0
2347,9.0,-39.0,-29.0,-1.0,31.0,31.0,19.0,-27.0,57.0,-7.0
2348,10.0,-38.0,-30.0,-2.0,32.0,32.0,18.0,-28.0,58.0,-6.0
2349,11.0,-37.0,-29.0,-3.0,31.0,31.0,19.0,-27.0,59.0,-5.0
2350,10.0,-38.0,-30.0,-4.0,30.0,32.0,20.0,-26.0,60.0,-4.0
2351,9.0,-39.0,-31.0,-3.0,31.0,33.0,21.0,-27.0,59.0,-5.0
2352,10.0,-38.0,-32.0,-4.0,32.0,34.0,22.0,-28.0,58.0,-4.0
2353,11.0,-39.0,-33.0,-3.0,33.0,33.0,23.0,-27.0,57.0,-5.0
2354,12.0,-40.0,-34.0,-2.0,34.0,32.0,24.0,-26.0,56.0,-6.0
2355,13.0,-39.0,-35.0,-3.0,35.0,33.0,23.0,-27.0,57.0,-5.0
2356,12.0,-40.0,-36.0,-4.0,34.0,32.0,22.0,-28.0,56.0,-6.0
2357,13.0,-41.0,-35.0,-5.0,33.0,33.0,21.0,-27.0,57.0,-7.0
2358,14.0,-42.0,-34.0,-4.0,32.0,34.0,22.0,-28.0,58.0,-6.0
2359,15.0,-41.0,-35.0,-5.0,33.0,35.0,21.0,-29.0,59.0,-5.0
2360,14.0,-40.0,-36.0,-4.0,32.0,36.0,20.0,-28.0,58.0,-4.0
2361,13.0,-39.0,-37.0,-5.0,33.0,35.0,21.0,-27.0,57.0,-3.0
2362,14.0,-38.0,-36.0,-4.0,34.0,36.0,22.0,-26.0,58.0,-2.0
2363,15.0,-37.0,-37.0,-5.0,35.0,37.0,21.0,-27.0,59.0,-1.0
2364,14.0,-38.0,-36.0,-4.0,34.0,36.0,22.0,-26.0,58.0,-2.0
2365,13.0,-39.0,-35.0,-3.0,33.0,35.0,23.0,-25.0,57.0,-3.0
2366,14.0,-40.0,-34.0,-4.0,34.0,34.0,24.0,-26.0,58.0,-4.0
2367,13.0,-39.0,-33.0,-5.0,33.0,35.0,25.0,-27.0,57.0,-3.0
2368,12.0,-40.0,-32.0,-4.0,32.0,34.0,24.0,-26.0,58.0,-4.0
2369,13.0,-41.0,-33.0,-3.0,33.0,33.0,25.0,-25.0,57.0,-5.0
2370,12.0,-40.0,-34.0,-2.0,32.0,34.0,24.0,-24.0,56.0,-6.0
2371,13.0,-41.0,-33.0,-3.0,33.0,33.0,25.0,-25.0,57.0,-7.0
2372,14.0,-42.0,-32.0,-4.0,34.0,32.0,26.0,-26.0,58.0,-8.0
2373,13.0,-43.0,-33.0,-5.0,33.0,31.0,25.0,-25.0,59.0,-7.0
2374,12.0,-44.0,-34.0,-6.0,32.0,30.0,24.0,-26.0,58.0,-8.0
2375,13.0,-45.0,-33.0,-7.0,33.0,31.0,23.0,-25.0,57.0,-7.0
2376,12.0,-44.0,-34.0,-8.0,34.0,30.0,22.0,-24.0,56.0,-8.0
2377,13.0,-45.0,-33.0,-9.0,35.0,29.0,21.0,-23.0,55.0,-7.0
2378,12.0,-46.0,-32.0,-8.0,36.0,28.0,20.0,-24.0,56.0,-6.0
2379,11.0,-45.0,-31.0,-9.0,35.0,29.0,21.0,-25.0,55.0,-5.0
2380,12.0,-44.0,-32.0,-10.0,34.0,30.0,22.0,-24.0,54.0,-6.0
2381,13.0,-45.0,-31.0,-11.0,35.0,31.0,21.0,-23.0,53.0,-5.0
2382,14.0,-46.0,-30.0,-12.0,34.0,32.0,20.0,-22.0,52.0,-6.0
2383,15.0,-47.0,-31.0,-11.0,35.0,31.0,19.0,-21.0,53.0,-7.0
2384,16.0,-48.0,-30.0,-12.0,36.0,30.0,20.0,-22.0,54.0,-8.0
2385,15.0,-49.0,-31.0,-11.0,37.0,31.0,19.0,-23.0,53.0,-7.0
2386,16.0,-48.0,-32.0,-12.0,38.0,32.0,18.0,-24.0,54.0,-6.0
2387,17.0,-49.0,-33.0,-11.0,39.0,31.0,19.0,-23.0,53.0,-7.0
2388,18.0,-50.0,-32.0,-12.0,40.0,30.0,20.0,-24.0,54.0,-8.0
2389,19.0,-49.0,-33.0,-13.0,41.0,31.0,19.0,-25.0,55.0,-7.0
2390,18.0,-48.0,-32.0,-14.0,42.0,32.0,18.0,-26.0,56.0,-8.0
2391,19.0,-49.0,-33.0,-13.0,41.0,31.0,19.0,-25.0,55.0,-7.0
2392,18.0,-50.0,-32.0,-12.0,40.0,30.0,20.0,-24.0,54.0,-8.0
2393,19.0,-51.0,-31.0,-13.0,41.0,29.0,21.0,-25.0,55.0,-9.0
2394,20.0,-52.0,-30.0,-14.0,42.0,28.0,22.0,-26.0,56.0,-10.0
2395,21.0,-53.0,-29.0,-15.0,43.0,29.0,21.0,-25.0,55.0,-9.0
2396,20.0,-52.0,-30.0,-14.0,42.0,30.0,20.0,-24.0,54.0,-8.0
2397,21.0,-51.0,-29.0,-13.0,43.0,29.0,19.0,-25.0,53.0,-9.0
2398,22.0,-52.0,-30.0,-12.0,42.0,28.0,20.0,-26.0,52.0,-8.0
2399,23.0,-53.0,-31.0,-11.0,41.0,27.0,21.0,-27.0,51.0,-7.0
2400,22.0,-54.0,-32.0,-12.0,42.0,28.0,22.0,-26.0,50.0,-8.0
2401,21.0,-55.0,-33.0,-13.0,41.0,27.0,23.0,-25.0,51.0,-7.0
2402,22.0,-54.0,-34.0,-14.0,42.0,28.0,22.0,-26.0,50.0,-6.0
2403,21.0,-55.0,-33.0,-13.0,41.0,27.0,23.0,-25.0,51.0,-7.0
2404,20.0,-56.0,-32.0,-12.0,40.0,26.0,24.0,-24.0,50.0,-8.0
2405,21.0,-55.0,-33.0,-13.0,41.0,27.0,23.0,-25.0,49.0,-7.0
2406,22.0,-56.0,-34.0,-12.0,40.0,26.0,24.0,-26.0,48.0,-6.0
2407,23.0,-57.0,-33.0,-13.0,41.0,25.0,25.0,-27.0,49.0,-7.0
2408,22.0,-56.0,-34.0,-14.0,42.0,24.0,26.0,-26.0,48.0,-6.0
2409,23.0,-55.0,-33.0,-13.0,43.0,25.0,27.0,-25.0,49.0,-5.0
2410,22.0,-56.0,-34.0,-14.0,42.0,24.0,26.0,-26.0,48.0,-6.0
2411,21.0,-57.0,-33.0,-13.0,43.0,23.0,25.0,-27.0,49.0,-5.0
2412,22.0,-58.0,-34.0,-12.0,44.0,22.0,24.0,-26.0,50.0,-6.0
2413,23.0,-59.0,-35.0,-11.0,45.0,21.0,25.0,-25.0,49.0,-7.0
2414,22.0,-60.0,-36.0,-12.0,44.0,20.0,24.0,-26.0,48.0,-8.0
2415,21.0,-61.0,-37.0,-13.0,43.0,21.0,25.0,-25.0,49.0,-7.0
2416,22.0,-60.0,-36.0,-12.0,44.0,20.0,24.0,-26.0,48.0,-8.0
2417,21.0,-59.0,-37.0,-11.0,43.0,21.0,23.0,-25.0,47.0,-7.0
2418,22.0,-60.0,-36.0,-12.0,44.0,20.0,24.0,-24.0,46.0,-6.0
2419,23.0,-61.0,-35.0,-13.0,45.0,19.0,25.0,-25.0,47.0,-7.0
2420,22.0,-60.0,-36.0,-12.0,44.0,20.0,24.0,-26.0,48.0,-8.0
2421,23.0,-61.0,-37.0,-11.0,45.0,19.0,23.0,-25.0,49.0,-9.0
2422,24.0,-62.0,-36.0,-12.0,46.0,20.0,22.0,-24.0,48.0,-8.0
2423,25.0,-61.0,-35.0,-11.0,45.0,19.0,21.0,-25.0,49.0,-7.0
2424,26.0,-62.0,-36.0,-10.0,46.0,18.0,22.0,-24.0,48.0,-8.0
2425,25.0,-61.0,-37.0,-11.0,47.0,17.0,23.0,-23.0,47.0,-7.0
2426,24.0,-60.0,-38.0,-12.0,48.0,16.0,22.0,-22.0,46.0,-6.0
2427,23.0,-61.0,-39.0,-13.0,47.0,15.0,21.0,-23.0,45.0,-7.0
2428,22.0,-60.0,-38.0,-14.0,46.0,16.0,22.0,-24.0,46.0,-6.0
2429,23.0,-59.0,-37.0,-13.0,47.0,17.0,23.0,-23.0,45.0,-7.0
2430,24.0,-58.0,-38.0,-14.0,46.0,18.0,24.0,-22.0,44.0,-8.0
2431,23.0,-59.0,-39.0,-15.0,45.0,17.0,23.0,-23.0,43.0,-9.0
2432,22.0,-58.0,-40.0,-14.0,44.0,16.0,24.0,-24.0,44.0,-10.0
2433,21.0,-59.0,-41.0,-13.0,45.0,17.0,23.0,-25.0,43.0,-9.0
2434,20.0,-60.0,-40.0,-12.0,44.0,16.0,22.0,-24.0,44.0,-10.0
2435,21.0,-61.0,-41.0,-11.0,43.0,15.0,23.0,-25.0,43.0,-9.0
2436,22.0,-60.0,-42.0,-12.0,44.0,16.0,24.0,-26.0,42.0,-8.0
2437,21.0,-59.0,-43.0,-13.0,45.0,15.0,23.0,-25.0,41.0,-9.0
2438,22.0,-60.0,-44.0,-12.0,46.0,14.0,22.0,-24.0,42.0,-10.0
2439,21.0,-61.0,-45.0,-11.0,47.0,15.0,21.0,-25.0,41.0,-9.0
2440,20.0,-60.0,-44.0,-12.0,48.0,16.0,20.0,-24.0,42.0,-10.0
2441,21.0,-61.0,-45.0,-11.0,47.0,15.0,21.0,-25.0,41.0,-9.0
2442,22.0,-62.0,-44.0,-12.0,48.0,16.0,20.0,-24.0,40.0,-8.0
2443,23.0,-63.0,-43.0,-13.0,47.0,17.0,19.0,-23.0,41.0,-9.0
2444,22.0,-64.0,-42.0,-12.0,46.0,16.0,18.0,-22.0,42.0,-10.0
2445,23.0,-65.0,-41.0,-13.0,47.0,15.0,19.0,-23.0,43.0,-11.0
2446,22.0,-66.0,-42.0,-14.0,46.0,14.0,18.0,-24.0,44.0,-10.0
2447,23.0,-65.0,-41.0,-13.0,47.0,15.0,19.0,-23.0,45.0,-9.0
2448,24.0,-64.0,-42.0,-14.0,48.0,16.0,18.0,-24.0,46.0,-8.0
2449,23.0,-65.0,-43.0,-15.0,47.0,17.0,19.0,-23.0,47.0,-7.0
2450,24.0,-66.0,-42.0,-16.0,48.0,16.0,20.0,-24.0,48.0,-8.0
2451,23.0,-65.0,-43.0,-17.0,49.0,15.0,19.0,-23.0,47.0,-9.0
2452,24.0,-64.0,-42.0,-16.0,48.0,14.0,18.0,-24.0,46.0,-8.0
2453,25.0,-65.0,-41.0,-17.0,49.0,13.0,19.0,-25.0,47.0,-9.0
2454,24.0,-66.0,-40.0,-16.0,50.0,12.0,18.0,-26.0,48.0,-8.0
2455,23.0,-67.0,-41.0,-17.0,49.0,11.0,17.0,-27.0,47.0,-9.0
2456,24.0,-68.0,-42.0,-16.0,50.0,10.0,18.0,-26.0,46.0,-10.0
2457,23.0,-69.0,-41.0,-15.0,51.0,9.0,17.0,-27.0,47.0,-9.0
2458,24.0,-70.0,-40.0,-14.0,50.0,10.0,16.0,-28.0,48.0,-10.0
2459,23.0,-69.0,-41.0,-13.0,49.0,11.0,15.0,-27.0,47.0,-9.0
2460,24.0,-70.0,-42.0,-12.0,48.0,10.0,16.0,-28.0,46.0,-8.0
2461,25.0,-71.0,-41.0,-13.0,47.0,11.0,15.0,-27.0,47.0,-9.0
2462,26.0,-70.0,-40.0,-12.0,46.0,10.0,14.0,-28.0,48.0,-8.0
2463,27.0,-71.0,-41.0,-11.0,45.0,9.0,15.0,-29.0,47.0,-7.0
2464,26.0,-70.0,-42.0,-10.0,44.0,10.0,14.0,-28.0,46.0,-6.0
2465,25.0,-71.0,-43.0,-11.0,45.0,11.0,15.0,-27.0,47.0,-7.0
2466,24.0,-70.0,-42.0,-12.0,46.0,12.0,14.0,-28.0,48.0,-8.0
2467,23.0,-69.0,-43.0,-13.0,47.0,11.0,15.0,-27.0,47.0,-7.0
2468,22.0,-68.0,-44.0,-12.0,46.0,12.0,14.0,-28.0,48.0,-8.0
2469,23.0,-69.0,-43.0,-11.0,45.0,13.0,15.0,-29.0,49.0,-7.0
2470,24.0,-68.0,-42.0,-12.0,44.0,12.0,16.0,-28.0,50.0,-6.0
2471,25.0,-69.0,-43.0,-11.0,45.0,11.0,15.0,-27.0,49.0,-7.0
2472,26.0,-68.0,-42.0,-10.0,46.0,10.0,14.0,-28.0,48.0,-8.0
2473,25.0,-67.0,-41.0,-11.0,47.0,11.0,13.0,-27.0,49.0,-9.0
2474,24.0,-68.0,-42.0,-12.0,46.0,10.0,12.0,-28.0,48.0,-10.0
2475,25.0,-67.0,-41.0,-11.0,47.0,11.0,13.0,-27.0,47.0,-11.0
2476,24.0,-66.0,-42.0,-12.0,48.0,10.0,14.0,-26.0,46.0,-10.0
2477,23.0,-67.0,-43.0,-13.0,49.0,11.0,15.0,-25.0,47.0,-11.0
2478,22.0,-66.0,-44.0,-14.0,50.0,10.0,14.0,-24.0,46.0,-10.0
2479,23.0,-65.0,-45.0,-15.0,51.0,11.0,15.0,-25.0,45.0,-9.0
2480,22.0,-64.0,-46.0,-14.0,50.0,10.0,16.0,-26.0,46.0,-10.0
2481,21.0,-65.0,-45.0,-13.0,49.0,9.0,15.0,-25.0,47.0,-11.0
2482,22.0,-64.0,-44.0,-14.0,48.0,8.0,14.0,-24.0,48.0,-10.0
2483,23.0,-65.0,-43.0,-15.0,49.0,7.0,13.0,-23.0,47.0,-9.0
2484,24.0,-66.0,-42.0,-16.0,50.0,6.0,14.0,-22.0,46.0,-8.0
2485,25.0,-67.0,-41.0,-15.0,49.0,7.0,15.0,-23.0,47.0,-9.0
2486,26.0,-66.0,-40.0,-14.0,50.0,8.0,16.0,-22.0,48.0,-8.0
2487,27.0,-65.0,-39.0,-13.0,51.0,9.0,17.0,-21.0,47.0,-9.0
2488,28.0,-64.0,-40.0,-14.0,52.0,10.0,16.0,-22.0,48.0,-8.0
2489,27.0,-65.0,-39.0,-13.0,51.0,9.0,17.0,-21.0,47.0,-9.0
2490,28.0,-66.0,-38.0,-12.0,50.0,10.0,16.0,-22.0,48.0,-10.0
2491,27.0,-67.0,-39.0,-13.0,49.0,9.0,15.0,-23.0,47.0,-11.0
2492,26.0,-68.0,-40.0,-14.0,50.0,10.0,16.0,-22.0,46.0,-12.0
2493,27.0,-67.0,-41.0,-15.0,51.0,11.0,17.0,-23.0,45.0,-11.0
2494,28.0,-68.0,-40.0,-16.0,52.0,12.0,16.0,-22.0,44.0,-10.0
2495,29.0,-67.0,-39.0,-15.0,51.0,11.0,15.0,-23.0,43.0,-9.0
2496,28.0,-66.0,-40.0,-14.0,50.0,12.0,14.0,-22.0,44.0,-10.0
2497,29.0,-67.0,-39.0,-15.0,51.0,11.0,13.0,-21.0,43.0,-9.0
2498,28.0,-68.0,-40.0,-16.0,50.0,10.0,12.0,-22.0,42.0,-10.0
2499,29.0,-69.0,-39.0,-15.0,49.0,11.0,13.0,-23.0,43.0,-9.0
2500,28.0,-70.0,-40.0,-16.0,48.0,10.0,12.0,-24.0,44.0,-8.0
2501,29.0,-71.0,-39.0,-17.0,49.0,9.0,13.0,-25.0,45.0,-7.0
2502,30.0,-72.0,-38.0,-16.0,48.0,10.0,12.0,-26.0,46.0,-8.0
2503,29.0,-71.0,-39.0,-15.0,47.0,11.0,13.0,-27.0,47.0,-9.0
2504,28.0,-72.0,-40.0,-14.0,48.0,12.0,12.0,-28.0,46.0,-8.0
2505,29.0,-73.0,-41.0,-13.0,49.0,11.0,11.0,-27.0,47.0,-9.0
2506,30.0,-74.0,-42.0,-12.0,50.0,10.0,10.0,-26.0,48.0,-10.0
2507,29.0,-73.0,-43.0,-11.0,51.0,9.0,11.0,-27.0,47.0,-9.0
2508,30.0,-74.0,-42.0,-12.0,52.0,8.0,12.0,-28.0,48.0,-10.0
2509,31.0,-75.0,-43.0,-11.0,53.0,7.0,11.0,-27.0,49.0,-11.0
2510,30.0,-76.0,-44.0,-12.0,52.0,6.0,10.0,-28.0,48.0,-12.0
2511,31.0,-75.0,-43.0,-11.0,53.0,7.0,9.0,-29.0,47.0,-13.0
2512,32.0,-74.0,-44.0,-12.0,54.0,8.0,10.0,-30.0,46.0,-12.0
2513,33.0,-75.0,-43.0,-11.0,53.0,9.0,9.0,-31.0,47.0,-13.0
2514,32.0,-74.0,-44.0,-12.0,54.0,8.0,8.0,-30.0,46.0,-14.0
2515,31.0,-75.0,-45.0,-13.0,53.0,7.0,9.0,-29.0,47.0,-13.0
2516,30.0,-76.0,-44.0,-12.0,52.0,6.0,10.0,-28.0,46.0,-14.0
2517,31.0,-75.0,-43.0,-11.0,53.0,7.0,11.0,-29.0,45.0,-15.0
2518,32.0,-76.0,-42.0,-10.0,52.0,8.0,12.0,-30.0,46.0,-16.0
2519,33.0,-75.0,-41.0,-11.0,51.0,7.0,13.0,-29.0,47.0,-15.0
2520,32.0,-74.0,-42.0,-12.0,52.0,6.0,12.0,-28.0,46.0,-16.0
2521,31.0,-73.0,-41.0,-13.0,51.0,7.0,11.0,-29.0,47.0,-15.0
2522,30.0,-74.0,-40.0,-12.0,50.0,6.0,12.0,-28.0,48.0,-16.0
2523,29.0,-75.0,-39.0,-11.0,49.0,5.0,13.0,-27.0,47.0,-17.0
2524,30.0,-74.0,-38.0,-10.0,48.0,4.0,12.0,-28.0,46.0,-16.0
2525,29.0,-73.0,-37.0,-11.0,47.0,5.0,13.0,-29.0,45.0,-15.0
2526,30.0,-72.0,-36.0,-10.0,48.0,6.0,12.0,-30.0,44.0,-16.0
2527,29.0,-71.0,-37.0,-11.0,49.0,5.0,13.0,-29.0,43.0,-15.0
2528,30.0,-70.0,-36.0,-10.0,50.0,6.0,14.0,-28.0,44.0,-14.0
2529,31.0,-69.0,-35.0,-11.0,49.0,5.0,15.0,-27.0,45.0,-15.0
2530,32.0,-70.0,-34.0,-10.0,48.0,6.0,14.0,-28.0,46.0,-16.0
2531,33.0,-71.0,-33.0,-9.0,47.0,7.0,15.0,-29.0,47.0,-15.0
2532,34.0,-72.0,-32.0,-10.0,48.0,6.0,16.0,-30.0,46.0,-14.0
2533,33.0,-73.0,-31.0,-9.0,47.0,5.0,17.0,-29.0,47.0,-15.0
2534,32.0,-72.0,-32.0,-8.0,46.0,6.0,16.0,-28.0,46.0,-14.0
2535,33.0,-73.0,-31.0,-9.0,47.0,7.0,15.0,-27.0,45.0,-13.0
2536,34.0,-72.0,-32.0,-10.0,48.0,8.0,14.0,-28.0,46.0,-12.0
2537,33.0,-71.0,-33.0,-9.0,47.0,9.0,13.0,-27.0,45.0,-11.0
2538,34.0,-72.0,-32.0,-10.0,48.0,8.0,12.0,-26.0,44.0,-10.0
2539,35.0,-73.0,-33.0,-9.0,49.0,7.0,11.0,-25.0,45.0,-11.0
2540,36.0,-74.0,-32.0,-10.0,50.0,6.0,10.0,-24.0,44.0,-10.0
2541,35.0,-73.0,-31.0,-11.0,51.0,7.0,9.0,-25.0,45.0,-11.0
2542,36.0,-72.0,-32.0,-12.0,50.0,8.0,10.0,-24.0,44.0,-12.0
2543,37.0,-73.0,-31.0,-11.0,49.0,9.0,9.0,-25.0,45.0,-13.0
2544,36.0,-72.0,-32.0,-10.0,48.0,10.0,8.0,-24.0,44.0,-12.0
2545,37.0,-71.0,-33.0,-11.0,49.0,11.0,9.0,-25.0,43.0,-11.0
2546,36.0,-70.0,-32.0,-12.0,48.0,12.0,8.0,-26.0,44.0,-10.0
2547,35.0,-71.0,-33.0,-13.0,47.0,11.0,7.0,-27.0,45.0,-9.0
2548,36.0,-72.0,-34.0,-12.0,46.0,10.0,8.0,-26.0,44.0,-8.0
2549,37.0,-71.0,-33.0,-11.0,47.0,11.0,9.0,-25.0,45.0,-9.0
2550,36.0,-70.0,-32.0,-12.0,46.0,12.0,10.0,-26.0,44.0,-8.0
2551,35.0,-71.0,-33.0,-11.0,47.0,13.0,11.0,-27.0,43.0,-9.0
2552,36.0,-72.0,-32.0,-12.0,48.0,14.0,10.0,-26.0,42.0,-8.0
2553,35.0,-73.0,-33.0,-11.0,49.0,15.0,9.0,-27.0,41.0,-7.0
2554,34.0,-72.0,-32.0,-12.0,48.0,16.0,10.0,-28.0,40.0,-6.0
2555,35.0,-73.0,-31.0,-13.0,49.0,15.0,11.0,-29.0,41.0,-7.0
2556,36.0,-72.0,-30.0,-12.0,48.0,14.0,10.0,-30.0,40.0,-6.0
2557,35.0,-71.0,-31.0,-11.0,47.0,15.0,9.0,-29.0,39.0,-5.0
2558,34.0,-70.0,-32.0,-10.0,46.0,16.0,8.0,-28.0,38.0,-4.0
2559,35.0,-71.0,-31.0,-11.0,47.0,15.0,9.0,-29.0,39.0,-5.0
2560,36.0,-72.0,-32.0,-10.0,46.0,14.0,10.0,-28.0,38.0,-4.0
2561,37.0,-73.0,-31.0,-11.0,47.0,13.0,11.0,-29.0,39.0,-5.0
2562,36.0,-72.0,-30.0,-12.0,46.0,14.0,12.0,-30.0,40.0,-4.0
2563,35.0,-71.0,-31.0,-11.0,45.0,15.0,11.0,-29.0,39.0,-5.0
2564,36.0,-72.0,-32.0,-10.0,46.0,14.0,12.0,-28.0,38.0,-6.0
2565,35.0,-71.0,-33.0,-11.0,47.0,13.0,11.0,-27.0,37.0,-7.0
2566,34.0,-70.0,-32.0,-12.0,48.0,14.0,10.0,-26.0,38.0,-8.0
2567,33.0,-69.0,-33.0,-11.0,47.0,13.0,11.0,-27.0,39.0,-9.0
2568,32.0,-70.0,-34.0,-10.0,48.0,14.0,12.0,-28.0,38.0,-10.0
2569,31.0,-69.0,-35.0,-9.0,47.0,13.0,13.0,-29.0,39.0,-11.0
2570,30.0,-68.0,-34.0,-10.0,48.0,14.0,12.0,-30.0,40.0,-12.0
2571,29.0,-69.0,-35.0,-11.0,47.0,15.0,13.0,-29.0,41.0,-11.0
2572,28.0,-68.0,-36.0,-10.0,46.0,16.0,12.0,-28.0,42.0,-12.0
2573,27.0,-67.0,-37.0,-9.0,45.0,17.0,11.0,-27.0,41.0,-13.0
2574,26.0,-68.0,-38.0,-8.0,46.0,18.0,10.0,-28.0,40.0,-12.0
2575,25.0,-69.0,-39.0,-9.0,45.0,17.0,9.0,-29.0,39.0,-13.0
2576,26.0,-68.0,-40.0,-10.0,46.0,18.0,8.0,-30.0,40.0,-12.0
2577,25.0,-69.0,-41.0,-11.0,45.0,17.0,9.0,-29.0,41.0,-11.0
2578,24.0,-68.0,-40.0,-12.0,46.0,18.0,8.0,-28.0,42.0,-12.0
2579,23.0,-67.0,-41.0,-11.0,45.0,19.0,7.0,-29.0,43.0,-13.0
2580,22.0,-68.0,-40.0,-10.0,46.0,18.0,6.0,-28.0,44.0,-12.0
2581,21.0,-67.0,-41.0,-11.0,47.0,17.0,7.0,-27.0,43.0,-11.0
2582,20.0,-68.0,-40.0,-10.0,48.0,16.0,6.0,-28.0,44.0,-10.0
2583,19.0,-69.0,-41.0,-11.0,49.0,17.0,7.0,-27.0,43.0,-11.0
2584,20.0,-70.0,-40.0,-12.0,50.0,16.0,8.0,-28.0,44.0,-12.0
2585,21.0,-69.0,-41.0,-13.0,51.0,17.0,9.0,-29.0,43.0,-11.0
2586,20.0,-70.0,-40.0,-12.0,52.0,16.0,8.0,-30.0,44.0,-10.0
2587,19.0,-71.0,-39.0,-11.0,53.0,15.0,7.0,-31.0,45.0,-9.0
2588,20.0,-70.0,-38.0,-12.0,52.0,14.0,6.0,-30.0,46.0,-8.0
2589,19.0,-71.0,-39.0,-13.0,51.0,13.0,5.0,-31.0,45.0,-9.0
